period,scenario,hdd_assumption,week_of_year,forecast_weekly_change_bcf,forecast_inventory_bcf,assumed_hdd_anomaly,weather_beta,as_of_date
2027-04-16,Base,Seasonal-normal weather,15,45.94927253083995,2137.436751224226,-8.25,-1.414229728248382,2026-05-29
2027-04-23,Base,Seasonal-normal weather,16,50.71204815142439,2188.1487993756505,0.8333333333333286,-1.414229728248382,2026-05-29
2027-04-30,Base,Seasonal-normal weather,17,71.09982303906642,2259.248622414717,-2.299999999999997,-1.414229728248382,2026-05-29
2027-05-07,Base,Seasonal-normal weather,18,74.83272862201673,2334.081351036734,-1.4347826086956488,-1.414229728248382,2026-05-29
2027-05-14,Base,Seasonal-normal weather,19,87.71075792132737,2421.7921089580614,-1.1333333333333329,-1.414229728248382,2026-05-29
2027-05-21,Base,Seasonal-normal weather,20,96.93942262825009,2518.731531586312,-5.291666666666664,-1.414229728248382,2026-05-29
2027-05-28,Base,Seasonal-normal weather,21,95.49255088687752,2614.224082473189,-3.5,-1.414229728248382,2026-05-29
2026-06-05,Mild,Mild weather,23,92.32849760757864,2670.328497607579,-7.398809523809524,-1.414229728248382,2026-05-29
2026-06-12,Mild,Mild weather,24,86.59419807025297,2756.922695677832,-4.083333333333334,-1.414229728248382,2026-05-29
2026-06-19,Mild,Mild weather,25,79.01404223293211,2835.936737910764,-1.9375,-1.414229728248382,2026-05-29
2026-06-26,Mild,Mild weather,26,67.16424233081862,2903.1009802415824,-2.0437062937062938,-1.414229728248382,2026-05-29
2026-07-03,Mild,Mild weather,27,71.21464296730518,2974.315623208888,-1.0508373205741626,-1.414229728248382,2026-05-29
2026-07-10,Mild,Mild weather,28,54.89412166150189,3029.2097448703894,-0.4706477732793522,-1.414229728248382,2026-05-29
2026-07-17,Mild,Mild weather,29,35.75967367463659,3064.969418545026,-0.3112980769230769,-1.414229728248382,2026-05-29
2026-07-24,Mild,Mild weather,30,37.83734548892751,3102.8067640339536,-0.1412337662337662,-1.414229728248382,2026-05-29
2026-07-31,Mild,Mild weather,31,38.70388948190302,3141.5106535158566,-0.2718531468531468,-1.414229728248382,2026-05-29
2026-08-07,Mild,Mild weather,32,41.531114218017706,3183.041767733874,-0.696078431372549,-1.414229728248382,2026-05-29
2026-08-14,Mild,Mild weather,33,46.733656408153806,3229.775424142028,-1.0,-1.414229728248382,2026-05-29
2026-08-21,Mild,Mild weather,34,52.68127759402192,3282.45670173605,-1.4450757575757576,-1.414229728248382,2026-05-29
2026-08-28,Mild,Mild weather,35,55.73879522731127,3338.195496963361,-2.0,-1.414229728248382,2026-05-29
2026-09-04,Mild,Mild weather,36,75.99574965133726,3414.1912466146982,-4.495833333333334,-1.414229728248382,2026-05-29
2026-09-11,Mild,Mild weather,37,76.73981106873832,3490.9310576834364,-2.0650000000000004,-1.414229728248382,2026-05-29
2026-09-18,Mild,Mild weather,38,85.41872953780606,3576.3497872212424,-9.2625,-1.414229728248382,2026-05-29
2026-09-25,Mild,Mild weather,39,98.81057973012337,3675.1603669513656,-14.2,-1.414229728248382,2026-05-29
2026-10-02,Mild,Mild weather,40,105.86872102526743,3781.029087976633,-16.90880217785844,-1.414229728248382,2026-05-29
2026-10-09,Mild,Mild weather,41,95.72300402173197,3876.752091998365,-15.552272727272724,-1.414229728248382,2026-05-29
2026-10-16,Mild,Mild weather,42,84.55332531539541,3961.30541731376,-13.43956043956044,-1.414229728248382,2026-05-29
2026-10-23,Mild,Mild weather,43,81.02547113742291,4042.330888451183,-19.173076923076923,-1.414229728248382,2026-05-29
